,region,date,crime_count,snow_count
0,Gotlands län,1998-12-01,..,62
1,Gotlands län,2002-10-01,..,2
2,Gotlands län,2007-11-01,..,42
3,Gotlands län,2011-11-01,..,0
4,Gotlands län,2012-02-01,..,154
5,Gotlands län,2013-12-01,..,19
6,Gotlands län,2014-02-01,..,54
7,Jämtlands län,2000-11-01,..,131
8,Jämtlands län,2005-12-01,..,681
9,Jämtlands län,1995-01-01,1,295
10,Jämtlands län,1995-03-01,2,287
11,Jämtlands län,1995-11-01,2,92
12,Jämtlands län,1996-12-01,2,345
13,Norrbottens län,1995-12-01,4,324
14,Norrbottens län,1999-02-01,3,441
15,Norrbottens län,2003-01-01,3,557
16,Västerbottens län,2000-11-01,3,65
17,Västerbottens län,2001-02-01,3,220
18,Blekinge län,1995-03-01,16,1
19,Blekinge län,1996-10-01,15,0
20,Blekinge län,2000-03-01,15,1
21,Blekinge län,2000-11-01,15,0
22,Blekinge län,2002-11-01,15,0
23,Blekinge län,2005-01-01,15,0
24,Blekinge län,2007-03-01,15,2
25,Blekinge län,2011-02-01,16,75
26,Dalarnas län,1996-01-01,30,163
27,Dalarnas län,1996-03-01,30,115
28,Dalarnas län,1997-10-01,29,33
29,Dalarnas län,1998-12-01,29,220
30,Dalarnas län,2000-01-01,29,231
31,Dalarnas län,2001-11-01,29,145
32,Dalarnas län,2001-12-01,27,242
33,Dalarnas län,2002-10-01,29,44
34,Dalarnas län,2003-10-01,29,31
35,Dalarnas län,2003-12-01,29,243
36,Dalarnas län,2004-03-01,29,314
37,Dalarnas län,2004-12-01,27,254
38,Dalarnas län,2005-03-01,27,348
39,Dalarnas län,2010-10-01,27,8
40,Dalarnas län,2012-12-01,29,517
41,Dalarnas län,2014-10-01,27,3
42,Gotlands län,1995-01-01,6,69
43,Gotlands län,1995-02-01,6,41
44,Gotlands län,1996-10-01,6,0
45,Gotlands län,1996-12-01,6,84
46,Gotlands län,1997-10-01,6,1
47,Gotlands län,1998-10-01,6,2
48,Gotlands län,2004-03-01,6,24
49,Gotlands län,2005-11-01,6,12
50,Gotlands län,2007-10-01,6,0
51,Gävleborgs län,1996-01-01,28,13
52,Gävleborgs län,1996-12-01,28,131
53,Gävleborgs län,1999-12-01,28,157
54,Gävleborgs län,2000-12-01,28,57
55,Gävleborgs län,2005-10-01,28,16
56,Gävleborgs län,2005-11-01,27,60
57,Gävleborgs län,2007-10-01,27,3
58,Gävleborgs län,2009-01-01,27,461
59,Gävleborgs län,2010-10-01,29,7
60,Gävleborgs län,2011-12-01,28,285
61,Hallands län,1999-02-01,26,53
62,Jämtlands län,2008-10-01,13,40
63,Jämtlands län,2010-10-01,13,59
64,Jämtlands län,2012-10-01,13,166
65,Jönköpings län,1995-11-01,30,35
66,Jönköpings län,1995-12-01,30,45
67,Jönköpings län,1996-10-01,30,0
68,Jönköpings län,1996-11-01,30,25
69,Jönköpings län,2005-02-01,32,221
70,Jönköpings län,2008-10-01,34,6
71,Jönköpings län,2012-02-01,34,365
72,Jönköpings län,2013-02-01,35,315
73,Kalmar län,1998-12-01,25,129
74,Kalmar län,2002-03-01,23,21
75,Kalmar län,2002-10-01,24,19
76,Kalmar län,2004-02-01,23,84
77,Kalmar län,2005-01-01,23,101
78,Kalmar län,2008-03-01,24,79
79,Kronobergs län,1995-11-01,18,10
80,Kronobergs län,1997-01-01,18,45
81,Kronobergs län,1997-11-01,18,2
82,Kronobergs län,1999-02-01,18,58
83,Kronobergs län,2004-11-01,17,26
84,Kronobergs län,2007-02-01,18,73
85,Kronobergs län,2008-10-01,19,1
86,Norrbottens län,2009-10-01,24,626
87,Norrbottens län,2010-11-01,25,1015
88,Norrbottens län,2011-10-01,26,25
89,Norrbottens län,2012-01-01,26,1225
90,Norrbottens län,2013-01-01,24,1141
91,Stockholms län,1997-03-01,173,10
92,Stockholms län,1998-12-01,176,72
93,Stockholms län,2000-10-01,176,3
94,Södermanlands län,2001-01-01,25,48
95,Södermanlands län,2004-03-01,25,45
96,Södermanlands län,2004-12-01,26,49
97,Södermanlands län,2007-03-01,27,43
98,Södermanlands län,2008-03-01,26,26
99,Södermanlands län,2009-12-01,27,151
100,Södermanlands län,2010-02-01,26,259
101,Södermanlands län,2010-03-01,26,191
102,Södermanlands län,2010-11-01,26,106
103,Uppsala län,1995-01-01,28,80
104,Uppsala län,1998-03-01,30,33
105,Uppsala län,1999-03-01,30,44
106,Uppsala län,2000-03-01,28,18
107,Uppsala län,2001-01-01,31,37
108,Uppsala län,2002-03-01,29,25
109,Uppsala län,2002-12-01,30,51
110,Uppsala län,2003-10-01,29,18
111,Uppsala län,2004-01-01,29,175
112,Uppsala län,2005-01-01,30,79
113,Uppsala län,2006-01-01,32,223
114,Uppsala län,2006-10-01,30,0
115,Uppsala län,2007-01-01,31,116
116,Uppsala län,2007-10-01,32,0
117,Uppsala län,2008-03-01,34,54
118,Uppsala län,2009-02-01,32,196
119,Uppsala län,2011-11-01,34,6
120,Uppsala län,2012-03-01,34,7
121,Uppsala län,2012-12-01,34,196
122,Uppsala län,2013-02-01,36,201
123,Värmlands län,1996-03-01,29,68
124,Värmlands län,2001-02-01,28,84
125,Värmlands län,2002-01-01,27,130
126,Värmlands län,2002-12-01,26,159
127,Värmlands län,2004-01-01,28,218
128,Värmlands län,2007-10-01,26,2
129,Värmlands län,2008-02-01,27,210
130,Värmlands län,2008-11-01,28,90
131,Värmlands län,2009-01-01,26,268
132,Värmlands län,2009-11-01,26,51
133,Värmlands län,2012-02-01,27,402
134,Västerbottens län,2010-12-01,26,935
135,Västerbottens län,2011-10-01,26,19
136,Västerbottens län,2012-01-01,26,989
137,Västerbottens län,2012-10-01,25,184
138,Västernorrlands län,1996-01-01,26,69
139,Västernorrlands län,1997-10-01,26,1
140,Västernorrlands län,2003-12-01,25,102
141,Västernorrlands län,2004-10-01,24,0
142,Västernorrlands län,2005-10-01,24,18
143,Västernorrlands län,2008-01-01,25,378
144,Västernorrlands län,2009-10-01,24,14
145,Västernorrlands län,2011-01-01,25,531
146,Västmanlands län,1995-01-01,27,77
147,Västmanlands län,1997-01-01,25,48
148,Västmanlands län,1999-01-01,27,70
149,Västmanlands län,1999-03-01,27,96
150,Västmanlands län,2001-12-01,26,64
151,Västmanlands län,2004-02-01,26,114
152,Västmanlands län,2005-10-01,27,9
153,Västmanlands län,2008-02-01,25,74
154,Västmanlands län,2011-11-01,25,4
155,Västra Götalands län,1996-11-01,145,63
156,Västra Götalands län,1996-12-01,153,349
157,Västra Götalands län,1997-02-01,149,177
158,Västra Götalands län,1998-10-01,146,5
159,Västra Götalands län,1999-01-01,153,195
160,Västra Götalands län,2000-01-01,145,138
161,Örebro län,1995-02-01,29,111
162,Örebro län,1995-12-01,29,94
163,Örebro län,2004-03-01,27,112
164,Örebro län,2006-01-01,27,208
165,Örebro län,2008-01-01,29,87
166,Örebro län,2009-02-01,28,255
167,Örebro län,2010-01-01,29,358
168,Örebro län,2010-11-01,29,133
169,Örebro län,2011-03-01,28,235
170,Östergötlands län,1996-03-01,43,45
171,Östergötlands län,1996-10-01,43,0
172,Östergötlands län,1996-12-01,42,143
173,Östergötlands län,2002-02-01,43,58
174,Östergötlands län,2006-03-01,42,365
175,Östergötlands län,2006-10-01,42,8
176,Östergötlands län,2009-10-01,42,8
177,Östergötlands län,2010-10-01,42,6
178,Östergötlands län,2014-10-01,42,1
179,Blekinge län,1997-10-01,16,0
180,Blekinge län,1997-12-01,16,0
181,Blekinge län,1998-02-01,16,3
182,Blekinge län,1998-11-01,16,4
183,Blekinge län,2003-03-01,16,9
184,Blekinge län,2007-02-01,16,34
185,Blekinge län,2012-12-01,17,97
186,Blekinge län,2013-01-01,17,78
187,Blekinge län,2014-10-01,17,0
188,Dalarnas län,1996-02-01,31,156
189,Dalarnas län,1999-12-01,31,198
190,Dalarnas län,2000-03-01,31,137
191,Dalarnas län,2001-01-01,30,298
192,Dalarnas län,2007-10-01,31,7
193,Dalarnas län,2008-12-01,30,439
194,Dalarnas län,2009-03-01,31,535
195,Dalarnas län,2013-10-01,30,9
196,Gotlands län,2009-01-01,6,71
197,Gävleborgs län,1995-11-01,31,58
198,Gävleborgs län,1996-03-01,31,19
199,Gävleborgs län,1998-11-01,32,108
200,Gävleborgs län,2000-11-01,32,2
201,Gävleborgs län,2004-12-01,31,214
202,Gävleborgs län,2005-12-01,31,322
203,Gävleborgs län,2006-03-01,30,489
204,Gävleborgs län,2007-12-01,29,236
205,Gävleborgs län,2011-11-01,31,17
206,Gävleborgs län,2014-11-01,31,13
207,Jämtlands län,1999-10-01,14,13
208,Jämtlands län,2011-12-01,14,853
209,Jämtlands län,2014-11-01,14,229
210,Jönköpings län,1995-02-01,34,76
211,Jönköpings län,1995-10-01,35,0
212,Jönköpings län,1997-01-01,35,84
213,Jönköpings län,2001-02-01,36,100
214,Jönköpings län,2004-11-01,37,115
215,Jönköpings län,2006-01-01,36,334
216,Jönköpings län,2006-03-01,35,361
217,Jönköpings län,2007-10-01,35,0
218,Jönköpings län,2011-02-01,37,342
219,Jönköpings län,2011-03-01,37,233
220,Kalmar län,1999-11-01,27,46
221,Kalmar län,2000-01-01,25,47
222,Kalmar län,2000-03-01,26,43
223,Kalmar län,2012-01-01,26,208
224,Kalmar län,2012-02-01,25,373
225,Kalmar län,2014-01-01,25,230
226,Kronobergs län,1996-11-01,20,9
227,Kronobergs län,1998-11-01,20,45
228,Kronobergs län,2000-03-01,20,11
229,Kronobergs län,2002-01-01,20,35
230,Kronobergs län,2013-01-01,21,144
231,Kronobergs län,2014-02-01,21,49
232,Norrbottens län,2005-10-01,27,155
233,Stockholms län,1998-03-01,196,49
234,Stockholms län,1999-01-01,199,69
235,Stockholms län,1999-03-01,190,54
236,Stockholms län,1999-12-01,204,114
237,Södermanlands län,1995-01-01,28,118
238,Södermanlands län,1995-02-01,28,47
239,Södermanlands län,1996-12-01,28,81
240,Södermanlands län,1998-03-01,28,56
241,Södermanlands län,1999-01-01,29,61
242,Södermanlands län,2000-01-01,29,27
243,Södermanlands län,2005-11-01,28,15
244,Södermanlands län,2007-11-01,29,44
245,Uppsala län,1999-02-01,33,50
246,Uppsala län,2000-12-01,31,11
247,Uppsala län,2004-11-01,34,86
248,Uppsala län,2005-03-01,33,174
249,Uppsala län,2007-11-01,36,54
250,Uppsala län,2008-01-01,36,40
251,Uppsala län,2008-02-01,36,26
252,Uppsala län,2010-10-01,38,1
253,Uppsala län,2010-11-01,36,100
254,Uppsala län,2011-10-01,38,1
255,Uppsala län,2012-10-01,36,2
256,Uppsala län,2013-01-01,39,173
257,Uppsala län,2014-01-01,39,130
258,Uppsala län,2014-12-01,39,45
259,Värmlands län,1995-02-01,30,80
260,Värmlands län,1998-03-01,30,93
261,Värmlands län,2000-02-01,31,88
262,Värmlands län,2002-02-01,31,84
263,Värmlands län,2003-11-01,31,53
264,Värmlands län,2004-12-01,31,199
265,Värmlands län,2005-03-01,30,292
266,Värmlands län,2006-02-01,29,356
267,Värmlands län,2007-01-01,30,243
268,Västerbottens län,2014-10-01,30,152
269,Västernorrlands län,1995-12-01,29,72
270,Västernorrlands län,1999-11-01,27,38
271,Västernorrlands län,2002-10-01,28,20
272,Västernorrlands län,2004-11-01,27,124
273,Västernorrlands län,2007-11-01,27,307
274,Västernorrlands län,2007-12-01,27,342
275,Västernorrlands län,2009-02-01,26,482
276,Västernorrlands län,2013-11-01,26,52
277,Västernorrlands län,2013-12-01,26,184
278,Västmanlands län,1996-01-01,29,3
279,Västmanlands län,1997-11-01,29,32
280,Västmanlands län,2000-01-01,28,84
281,Västmanlands län,2000-02-01,28,59
282,Västmanlands län,2002-01-01,28,71
283,Västmanlands län,2007-10-01,28,3
284,Västmanlands län,2010-03-01,27,202
285,Västmanlands län,2012-12-01,28,217
286,Västra Götalands län,1997-11-01,159,38
287,Västra Götalands län,1997-12-01,164,172
288,Västra Götalands län,1999-11-01,161,23
289,Västra Götalands län,1999-12-01,168,329
290,Västra Götalands län,2000-10-01,163,1
291,Västra Götalands län,2007-03-01,164,103
292,Örebro län,1996-03-01,31,79
293,Örebro län,1997-02-01,30,69
294,Örebro län,2004-11-01,29,89
295,Örebro län,2004-12-01,31,66
296,Örebro län,2008-10-01,31,6
297,Örebro län,2009-01-01,32,118
298,Örebro län,2010-03-01,30,314
299,Örebro län,2012-02-01,30,189
300,Örebro län,2012-03-01,31,25
301,Örebro län,2013-12-01,32,55
302,Örebro län,2014-01-01,32,242
303,Östergötlands län,1995-03-01,46,32
304,Östergötlands län,1997-02-01,44,69
305,Östergötlands län,1997-10-01,46,2
306,Östergötlands län,2003-12-01,47,52
307,Östergötlands län,2004-03-01,45,66
308,Östergötlands län,2005-11-01,46,42
309,Östergötlands län,2006-11-01,46,66
310,Östergötlands län,2012-02-01,46,357
311,Östergötlands län,2014-12-01,50,129
312,Blekinge län,1995-10-01,19,0
313,Blekinge län,1998-03-01,18,3
314,Blekinge län,1999-10-01,18,0
315,Blekinge län,2001-12-01,18,4
316,Blekinge län,2005-02-01,18,43
317,Blekinge län,2010-12-01,19,76
318,Blekinge län,2011-03-01,19,15
319,Blekinge län,2011-12-01,19,0
320,Blekinge län,2013-11-01,18,0
321,Dalarnas län,2003-03-01,33,211
322,Dalarnas län,2004-10-01,34,0
323,Dalarnas län,2008-01-01,34,358
324,Dalarnas län,2010-01-01,33,469
325,Dalarnas län,2010-11-01,34,303
326,Dalarnas län,2011-01-01,32,494
327,Dalarnas län,2012-03-01,32,216
328,Dalarnas län,2013-12-01,34,236
329,Dalarnas län,2014-01-01,32,439
330,Gotlands län,1997-12-01,7,31
331,Gotlands län,2000-11-01,7,4
332,Gotlands län,2003-12-01,7,32
333,Gotlands län,2004-02-01,7,47
334,Gotlands län,2004-10-01,7,0
335,Gotlands län,2005-01-01,7,76
336,Gävleborgs län,1998-10-01,33,2
337,Gävleborgs län,2000-10-01,34,4
338,Gävleborgs län,2004-03-01,32,116
339,Gävleborgs län,2004-10-01,32,0
340,Gävleborgs län,2006-02-01,32,418
341,Gävleborgs län,2008-02-01,34,334
342,Gävleborgs län,2008-11-01,33,149
343,Gävleborgs län,2009-12-01,32,328
344,Gävleborgs län,2010-11-01,32,344
345,Gävleborgs län,2012-10-01,33,27
346,Gävleborgs län,2012-11-01,34,45
347,Hallands län,2006-03-01,35,209
348,Hallands län,2007-03-01,34,1
349,Jämtlands län,2008-12-01,15,942
350,Jämtlands län,2011-01-01,15,897
351,Jämtlands län,2014-12-01,15,634
352,Jönköpings län,1999-02-01,39,80
353,Jönköpings län,2000-02-01,38,35
354,Jönköpings län,2004-02-01,38,107
355,Jönköpings län,2005-11-01,41,62
356,Jönköpings län,2012-12-01,42,384
357,Jönköpings län,2014-03-01,42,3
358,Kalmar län,2000-02-01,29,26
359,Kalmar län,2003-02-01,27,185
360,Kalmar län,2007-11-01,29,51
361,Kalmar län,2010-02-01,28,416
362,Kalmar län,2010-03-01,29,330
363,Kalmar län,2011-01-01,29,444
364,Kalmar län,2012-11-01,28,11
365,Kalmar län,2014-10-01,28,10
366,Kronobergs län,1995-10-01,21,0
367,Kronobergs län,2002-03-01,22,5
368,Kronobergs län,2004-01-01,21,63
369,Kronobergs län,2005-02-01,21,84
370,Kronobergs län,2008-02-01,21,4
371,Kronobergs län,2008-03-01,21,68
372,Norrbottens län,2011-01-01,31,1188
373,Norrbottens län,2011-11-01,30,223
374,Norrbottens län,2013-10-01,31,312
375,Norrbottens län,2014-11-01,30,826
376,Stockholms län,1998-02-01,218,38
377,Stockholms län,1999-10-01,210,1
378,Stockholms län,2001-10-01,227,2
379,Stockholms län,2001-11-01,226,30
380,Stockholms län,2001-12-01,216,59
381,Södermanlands län,1997-01-01,31,62
382,Södermanlands län,2003-02-01,31,153
383,Södermanlands län,2008-10-01,31,0
384,Södermanlands län,2011-10-01,32,1
385,Södermanlands län,2011-11-01,33,0
386,Södermanlands län,2013-03-01,33,230
387,Uppsala län,1999-10-01,35,0
388,Uppsala län,2000-01-01,35,37
389,Uppsala län,2000-10-01,36,0
390,Uppsala län,2003-01-01,36,67
391,Uppsala län,2005-12-01,35,125
392,Uppsala län,2009-03-01,40,170
393,Uppsala län,2014-10-01,43,0
394,Värmlands län,1999-01-01,32,113
395,Värmlands län,1999-12-01,33,122
396,Värmlands län,2003-01-01,33,182
397,Värmlands län,2003-02-01,33,138
398,Värmlands län,2007-12-01,32,153
399,Värmlands län,2010-12-01,33,497
400,Värmlands län,2011-03-01,34,390
401,Västerbottens län,2003-11-01,30,160
402,Västerbottens län,2004-11-01,31,316
403,Västernorrlands län,2001-01-01,30,115
404,Västernorrlands län,2001-11-01,30,46
405,Västernorrlands län,2003-03-01,29,80
406,Västernorrlands län,2003-10-01,29,12
407,Västernorrlands län,2003-11-01,29,50
408,Västernorrlands län,2004-12-01,30,312
409,Västernorrlands län,2005-11-01,29,64
410,Västernorrlands län,2006-03-01,29,449
411,Västernorrlands län,2007-02-01,29,439
412,Västernorrlands län,2011-11-01,30,23
413,Västernorrlands län,2012-10-01,30,41
414,Västmanlands län,1996-03-01,32,3
415,Västmanlands län,2000-03-01,32,59
416,Västmanlands län,2002-02-01,32,68
417,Västmanlands län,2003-01-01,30,65
418,Västmanlands län,2003-03-01,32,42
419,Västmanlands län,2003-10-01,30,10
420,Västmanlands län,2004-01-01,30,131
421,Västmanlands län,2005-12-01,32,136
422,Västmanlands län,2006-01-01,31,181
423,Västmanlands län,2009-03-01,29,169
424,Västmanlands län,2012-03-01,31,47
425,Västmanlands län,2014-01-01,31,159
426,Västra Götalands län,1999-10-01,175,0
427,Västra Götalands län,2000-11-01,184,4
428,Västra Götalands län,2000-12-01,178,105
429,Västra Götalands län,2001-10-01,179,1
430,Västra Götalands län,2006-02-01,190,896
431,Västra Götalands län,2010-02-01,182,1078
432,Örebro län,1995-01-01,34,236
433,Örebro län,1996-01-01,32,85
434,Örebro län,1997-01-01,33,130
435,Örebro län,1998-01-01,32,168
436,Örebro län,1998-03-01,33,96
437,Örebro län,1999-01-01,34,130
438,Örebro län,2005-02-01,33,121
439,Örebro län,2005-11-01,32,31
440,Örebro län,2007-12-01,33,4
441,Örebro län,2010-02-01,33,315
442,Örebro län,2010-12-01,33,315
443,Örebro län,2011-01-01,33,332
444,Örebro län,2011-12-01,35,96
445,Östergötlands län,1995-01-01,49,160
446,Östergötlands län,1998-02-01,50,55
447,Östergötlands län,1999-02-01,48,79
448,Östergötlands län,2000-01-01,51,39
449,Östergötlands län,2001-11-01,50,23
450,Östergötlands län,2002-11-01,51,34
451,Östergötlands län,2005-10-01,48,8
452,Östergötlands län,2008-10-01,49,4
453,Östergötlands län,2011-01-01,52,433
454,Östergötlands län,2011-11-01,52,5
455,Östergötlands län,2014-03-01,51,59
456,Blekinge län,1997-01-01,19,8
457,Blekinge län,1998-01-01,20,4
458,Blekinge län,1999-02-01,20,17
459,Blekinge län,2000-01-01,19,2
460,Blekinge län,2001-01-01,20,1
461,Blekinge län,2012-01-01,20,38
462,Blekinge län,2012-03-01,20,0
463,Dalarnas län,2012-01-01,37,507
464,Dalarnas län,2012-02-01,35,509
465,Dalarnas län,2013-02-01,36,503
466,Dalarnas län,2014-03-01,36,261
467,Gävleborgs län,1995-10-01,37,0
468,Gävleborgs län,2001-03-01,35,169
469,Gävleborgs län,2002-10-01,35,7
470,Gävleborgs län,2003-03-01,36,74
471,Gävleborgs län,2003-12-01,36,132
472,Gävleborgs län,2009-10-01,36,3
473,Gävleborgs län,2010-03-01,37,534
474,Gävleborgs län,2014-01-01,36,435
475,Gävleborgs län,2014-02-01,37,373
476,Gävleborgs län,2014-03-01,36,202
477,Hallands län,1997-02-01,35,38
478,Jämtlands län,2009-01-01,16,923
479,Jämtlands län,2009-10-01,16,152
480,Jämtlands län,2010-01-01,17,936
481,Jönköpings län,1997-10-01,41,2
482,Jönköpings län,1998-12-01,44,124
483,Jönköpings län,2001-12-01,42,100
484,Jönköpings län,2003-01-01,43,85
485,Jönköpings län,2004-03-01,42,78
486,Jönköpings län,2004-10-01,43,0
487,Jönköpings län,2009-01-01,44,116
488,Jönköpings län,2009-02-01,42,332
489,Jönköpings län,2009-03-01,44,179
490,Jönköpings län,2012-03-01,43,22
491,Jönköpings län,2014-12-01,44,92
492,Kalmar län,1999-12-01,32,97
493,Kalmar län,2001-02-01,30,89
494,Kalmar län,2002-12-01,31,180
495,Kalmar län,2004-12-01,31,68
496,Kalmar län,2010-11-01,30,102
497,Kronobergs län,1997-12-01,23,2
498,Kronobergs län,2000-01-01,23,15
499,Kronobergs län,2004-12-01,24,19
500,Kronobergs län,2006-01-01,24,159
501,Kronobergs län,2007-01-01,24,40
502,Kronobergs län,2007-03-01,23,6
503,Kronobergs län,2012-02-01,25,170
504,Norrbottens län,2014-12-01,32,1022
505,Skåne län,1996-03-01,145,31
506,Skåne län,2001-03-01,147,58
507,Stockholms län,1996-03-01,231,29
508,Stockholms län,1997-01-01,221,80
509,Stockholms län,1998-10-01,237,4
510,Stockholms län,1998-11-01,231,61
511,Stockholms län,2000-11-01,235,6
512,Stockholms län,2002-01-01,247,90
513,Stockholms län,2002-02-01,238,49
514,Stockholms län,2002-10-01,246,3
515,Södermanlands län,1996-02-01,34,46
516,Södermanlands län,1998-02-01,34,42
517,Södermanlands län,1999-03-01,33,67
518,Södermanlands län,2002-10-01,33,3
519,Södermanlands län,2004-01-01,33,159
520,Södermanlands län,2008-01-01,34,41
521,Södermanlands län,2008-02-01,34,14
522,Södermanlands län,2008-11-01,35,24
523,Södermanlands län,2011-02-01,35,152
524,Södermanlands län,2013-01-01,35,268
525,Södermanlands län,2014-01-01,35,221
526,Uppsala län,1996-01-01,37,0
527,Uppsala län,1997-12-01,37,32
528,Uppsala län,2008-12-01,43,42
529,Uppsala län,2011-03-01,43,203
530,Uppsala län,2012-11-01,44,12
531,Uppsala län,2013-10-01,43,0
532,Värmlands län,1999-03-01,35,131
533,Värmlands län,2000-10-01,37,4
534,Värmlands län,2001-12-01,35,99
535,Värmlands län,2003-03-01,35,104
536,Värmlands län,2009-10-01,35,10
537,Värmlands län,2010-10-01,35,17
538,Värmlands län,2014-01-01,37,393
539,Värmlands län,2014-12-01,35,248
540,Västerbottens län,2009-11-01,34,479
541,Västernorrlands län,1998-11-01,32,157
542,Västernorrlands län,2002-12-01,33,115
543,Västernorrlands län,2010-10-01,32,32
544,Västernorrlands län,2012-11-01,31,53
545,Västernorrlands län,2014-02-01,31,447
546,Västernorrlands län,2014-10-01,31,4
547,Västmanlands län,1996-12-01,34,67
548,Västmanlands län,1998-03-01,33,36
549,Västmanlands län,2004-12-01,33,115
550,Västmanlands län,2006-10-01,34,7
551,Västmanlands län,2010-12-01,33,211
552,Västmanlands län,2013-12-01,34,70
553,Västmanlands län,2014-03-01,35,61
554,Västra Götalands län,2005-03-01,195,443
555,Örebro län,1996-02-01,35,118
556,Örebro län,1996-12-01,37,149
557,Örebro län,2002-02-01,36,94
558,Örebro län,2005-01-01,36,71
559,Örebro län,2005-10-01,36,10
560,Örebro län,2005-12-01,36,148
561,Örebro län,2007-01-01,37,100
562,Örebro län,2007-11-01,35,60
563,Örebro län,2009-11-01,35,4
564,Örebro län,2009-12-01,36,188
565,Örebro län,2014-02-01,36,184
566,Östergötlands län,1996-11-01,55,19
567,Östergötlands län,1997-11-01,55,29
568,Östergötlands län,2000-02-01,53,20
569,Östergötlands län,2001-10-01,54,0
570,Östergötlands län,2004-01-01,55,178
571,Östergötlands län,2004-11-01,53,103
572,Östergötlands län,2005-01-01,56,125
573,Östergötlands län,2010-12-01,54,357
574,Östergötlands län,2012-03-01,56,70
575,Östergötlands län,2013-10-01,55,8
576,Östergötlands län,2014-02-01,57,207
577,Blekinge län,1998-10-01,21,0
578,Blekinge län,2003-12-01,21,0
579,Blekinge län,2005-10-01,21,0
580,Blekinge län,2005-11-01,21,9
581,Blekinge län,2009-01-01,22,9
582,Blekinge län,2009-02-01,22,32
583,Blekinge län,2014-01-01,22,52
584,Blekinge län,2014-02-01,21,30
585,Blekinge län,2014-11-01,22,0
586,Dalarnas län,2000-11-01,40,26
587,Dalarnas län,2000-12-01,39,93
588,Dalarnas län,2003-11-01,39,136
589,Dalarnas län,2004-11-01,40,181
590,Dalarnas län,2010-12-01,40,446
591,Gotlands län,1998-11-01,8,54
592,Gotlands län,2004-01-01,8,102
593,Gävleborgs län,2001-12-01,40,99
594,Gävleborgs län,2003-02-01,39,160
595,Gävleborgs län,2008-01-01,38,368
596,Gävleborgs län,2008-03-01,38,314
597,Gävleborgs län,2014-10-01,39,0
598,Hallands län,1998-03-01,37,28
599,Hallands län,1999-01-01,38,21
600,Hallands län,2006-02-01,41,186
601,Hallands län,2010-02-01,42,274
602,Jönköpings län,1998-01-01,45,75
603,Jönköpings län,1999-11-01,47,24
604,Jönköpings län,2002-01-01,46,140
605,Jönköpings län,2002-02-01,47,52
606,Jönköpings län,2003-10-01,45,2
607,Jönköpings län,2005-01-01,45,125
608,Jönköpings län,2010-10-01,48,10
609,Jönköpings län,2012-10-01,48,6
610,Jönköpings län,2013-03-01,49,322
611,Kalmar län,2003-10-01,32,6
612,Kalmar län,2003-12-01,33,21
613,Kalmar län,2005-02-01,32,203
614,Kalmar län,2009-02-01,32,208
615,Kalmar län,2013-02-01,33,394
616,Kronobergs län,1996-12-01,25,62
617,Kronobergs län,1999-03-01,25,14
618,Kronobergs län,1999-12-01,25,42
619,Kronobergs län,2002-10-01,24,4
620,Stockholms län,1996-01-01,237,58
621,Stockholms län,1996-02-01,239,60
622,Stockholms län,1997-02-01,242,36
623,Stockholms län,1999-11-01,260,15
624,Stockholms län,2003-02-01,253,140
625,Stockholms län,2006-10-01,265,13
626,Södermanlands län,1999-02-01,37,75
627,Södermanlands län,2003-01-01,36,92
628,Södermanlands län,2004-11-01,36,99
629,Södermanlands län,2006-12-01,37,2
630,Södermanlands län,2010-01-01,39,290
