,region,date,crime_count,snow_count
631,Södermanlands län,2010-10-01,39,2
632,Södermanlands län,2011-12-01,37,61
633,Södermanlands län,2012-10-01,38,1
634,Södermanlands län,2013-11-01,40,0
635,Södermanlands län,2014-02-01,38,111
636,Södermanlands län,2014-03-01,39,18
637,Uppsala län,1995-11-01,40,2
638,Uppsala län,1996-10-01,39,0
639,Uppsala län,1998-02-01,42,29
640,Uppsala län,1998-12-01,41,55
641,Uppsala län,1999-12-01,40,61
642,Uppsala län,2001-12-01,41,32
643,Uppsala län,2006-12-01,43,2
644,Uppsala län,2007-12-01,45,2
645,Uppsala län,2009-12-01,47,135
646,Värmlands län,1997-11-01,39,53
647,Värmlands län,2005-01-01,38,173
648,Värmlands län,2006-12-01,38,20
649,Värmlands län,2007-11-01,39,105
650,Värmlands län,2008-10-01,39,5
651,Värmlands län,2010-11-01,38,257
652,Värmlands län,2011-10-01,38,2
653,Värmlands län,2012-10-01,39,36
654,Värmlands län,2012-11-01,39,67
655,Värmlands län,2012-12-01,38,491
656,Värmlands län,2013-03-01,39,457
657,Västerbottens län,2011-11-01,37,118
658,Västerbottens län,2013-11-01,37,574
659,Västernorrlands län,1998-10-01,36,7
660,Västernorrlands län,1999-01-01,34,202
661,Västernorrlands län,2000-11-01,34,12
662,Västernorrlands län,2001-10-01,35,1
663,Västernorrlands län,2006-10-01,33,78
664,Västernorrlands län,2009-01-01,33,479
665,Västernorrlands län,2010-11-01,33,333
666,Västernorrlands län,2011-10-01,34,1
667,Västmanlands län,1996-10-01,37,1
668,Västmanlands län,2001-10-01,37,1
669,Västmanlands län,2002-10-01,37,4
670,Västmanlands län,2003-12-01,37,77
671,Västmanlands län,2007-11-01,34,86
672,Västmanlands län,2010-02-01,36,189
673,Västmanlands län,2011-01-01,35,196
674,Västmanlands län,2012-02-01,35,164
675,Västmanlands län,2013-01-01,35,200
676,Västra Götalands län,2001-12-01,207,236
677,Västra Götalands län,2006-03-01,212,932
678,Västra Götalands län,2007-01-01,211,265
679,Västra Götalands län,2010-03-01,219,850
680,Västra Götalands län,2014-03-01,234,27
681,Örebro län,1997-10-01,39,0
682,Örebro län,1997-11-01,38,73
683,Örebro län,2002-01-01,38,173
684,Örebro län,2002-03-01,38,107
685,Örebro län,2003-01-01,37,184
686,Örebro län,2006-11-01,39,20
687,Östergötlands län,1999-10-01,56,0
688,Östergötlands län,2003-10-01,60,8
689,Östergötlands län,2009-12-01,61,296
690,Östergötlands län,2010-11-01,61,198
691,Östergötlands län,2012-11-01,60,42
692,Östergötlands län,2013-11-01,61,39
693,Blekinge län,1995-01-01,23,10
694,Blekinge län,1999-01-01,23,9
695,Blekinge län,2000-10-01,22,0
696,Blekinge län,2003-01-01,23,11
697,Blekinge län,2005-12-01,22,16
698,Blekinge län,2006-11-01,23,0
699,Blekinge län,2007-01-01,22,14
700,Dalarnas län,1995-10-01,43,2
701,Dalarnas län,2000-10-01,42,12
702,Dalarnas län,2008-11-01,42,222
703,Dalarnas län,2012-11-01,41,78
704,Dalarnas län,2014-12-01,42,297
705,Gävleborgs län,1999-11-01,43,27
706,Gävleborgs län,2009-11-01,42,22
707,Gävleborgs län,2013-12-01,42,248
708,Hallands län,1996-02-01,41,21
709,Hallands län,2008-03-01,45,64
710,Hallands län,2013-01-01,45,134
711,Jönköpings län,2007-11-01,50,86
712,Jönköpings län,2008-01-01,51,94
713,Jönköpings län,2008-02-01,51,31
714,Jönköpings län,2014-01-01,50,235
715,Kalmar län,1997-12-01,37,33
716,Kalmar län,2002-01-01,36,134
717,Kalmar län,2002-02-01,36,40
718,Kalmar län,2005-12-01,34,131
719,Kalmar län,2006-12-01,34,31
720,Kalmar län,2008-01-01,34,72
721,Kalmar län,2008-10-01,34,2
722,Kalmar län,2009-03-01,35,69
723,Kalmar län,2011-03-01,34,158
724,Kalmar län,2012-10-01,36,7
725,Kalmar län,2014-11-01,36,2
726,Kronobergs län,1999-01-01,27,31
727,Kronobergs län,1999-11-01,27,5
728,Kronobergs län,2000-12-01,27,11
729,Kronobergs län,2001-11-01,26,9
730,Kronobergs län,2003-03-01,27,9
731,Kronobergs län,2009-02-01,27,122
732,Kronobergs län,2011-02-01,28,127
733,Norrbottens län,2014-10-01,37,231
734,Skåne län,1999-02-01,171,130
735,Skåne län,1999-10-01,172,0
736,Skåne län,2001-02-01,172,59
737,Stockholms län,1997-10-01,266,4
738,Stockholms län,1998-01-01,263,56
739,Stockholms län,2000-12-01,267,40
740,Stockholms län,2002-03-01,273,63
741,Stockholms län,2002-11-01,285,72
742,Stockholms län,2003-03-01,280,57
743,Södermanlands län,1997-02-01,39,25
744,Södermanlands län,2003-10-01,40,1
745,Södermanlands län,2005-01-01,40,19
746,Södermanlands län,2008-12-01,41,38
747,Södermanlands län,2009-03-01,39,83
748,Södermanlands län,2010-12-01,41,239
749,Södermanlands län,2012-12-01,40,345
750,Uppsala län,1995-10-01,43,0
751,Uppsala län,1995-12-01,44,0
752,Uppsala län,1996-02-01,43,0
753,Uppsala län,1997-03-01,44,5
754,Uppsala län,1999-01-01,44,41
755,Uppsala län,2002-01-01,45,59
756,Uppsala län,2002-02-01,46,29
757,Uppsala län,2010-12-01,50,175
758,Uppsala län,2012-02-01,50,196
759,Uppsala län,2013-11-01,50,0
760,Värmlands län,1995-11-01,42,72
761,Värmlands län,1997-10-01,41,4
762,Värmlands län,1998-12-01,42,104
763,Värmlands län,2003-10-01,41,6
764,Värmlands län,2004-10-01,40,0
765,Värmlands län,2005-02-01,41,233
766,Värmlands län,2008-12-01,41,256
767,Värmlands län,2013-01-01,40,407
768,Värmlands län,2013-10-01,41,2
769,Värmlands län,2014-10-01,42,3
770,Värmlands län,2014-11-01,40,21
771,Västerbottens län,2014-12-01,38,771
772,Västernorrlands län,2000-10-01,36,11
773,Västmanlands län,1996-02-01,40,3
774,Västmanlands län,1997-10-01,38,4
775,Västmanlands län,1997-12-01,39,66
776,Västmanlands län,1998-10-01,39,6
777,Västmanlands län,1998-11-01,39,67
778,Västmanlands län,1999-10-01,39,1
779,Västmanlands län,2002-03-01,40,68
780,Västmanlands län,2005-01-01,38,84
781,Västmanlands län,2005-11-01,38,42
782,Västmanlands län,2006-11-01,38,70
783,Västmanlands län,2008-10-01,38,3
784,Västmanlands län,2008-12-01,38,134
785,Västmanlands län,2014-10-01,40,3
786,Västmanlands län,2014-12-01,40,75
787,Västra Götalands län,2004-03-01,231,167
788,Västra Götalands län,2004-10-01,234,0
789,Västra Götalands län,2005-02-01,223,366
790,Västra Götalands län,2007-10-01,228,1
791,Västra Götalands län,2009-03-01,232,285
792,Örebro län,1998-11-01,41,140
793,Örebro län,1999-10-01,40,0
794,Örebro län,1999-12-01,41,203
795,Örebro län,2002-12-01,41,240
796,Örebro län,2007-10-01,41,0
797,Örebro län,2011-10-01,43,0
798,Örebro län,2013-01-01,42,257
799,Östergötlands län,1996-01-01,61,67
800,Östergötlands län,1997-01-01,62,116
801,Östergötlands län,2001-01-01,60,71
802,Östergötlands län,2002-01-01,62,120
803,Östergötlands län,2004-10-01,62,10
804,Östergötlands län,2014-11-01,65,43
805,Blekinge län,1998-12-01,24,10
806,Blekinge län,2008-03-01,24,13
807,Blekinge län,2010-11-01,25,29
808,Blekinge län,2013-10-01,24,0
809,Dalarnas län,2002-11-01,43,291
810,Dalarnas län,2006-10-01,45,31
811,Dalarnas län,2008-10-01,45,18
812,Dalarnas län,2009-01-01,43,417
813,Gotlands län,1997-03-01,9,33
814,Gotlands län,2003-10-01,9,2
815,Gotlands län,2003-11-01,9,11
816,Gotlands län,2009-10-01,9,0
817,Gotlands län,2010-12-01,9,184
818,Gävleborgs län,2004-11-01,45,170
819,Gävleborgs län,2013-11-01,45,13
820,Hallands län,1995-12-01,44,26
821,Hallands län,1996-01-01,44,19
822,Hallands län,1996-11-01,43,3
823,Hallands län,1999-11-01,45,5
824,Hallands län,2000-02-01,45,5
825,Hallands län,2003-02-01,46,95
826,Hallands län,2006-01-01,46,174
827,Hallands län,2008-01-01,48,7
828,Hallands län,2012-12-01,49,128
829,Jönköpings län,1997-11-01,49,7
830,Jönköpings län,2000-01-01,54,62
831,Jönköpings län,2000-11-01,52,0
832,Jönköpings län,2002-11-01,51,23
833,Jönköpings län,2002-12-01,54,128
834,Kalmar län,2003-01-01,38,108
835,Kalmar län,2003-11-01,38,0
836,Kalmar län,2004-01-01,38,224
837,Kalmar län,2009-01-01,37,105
838,Kalmar län,2014-02-01,37,145
839,Kalmar län,2014-12-01,37,90
840,Kronobergs län,1997-03-01,28,2
841,Kronobergs län,2003-10-01,28,1
842,Kronobergs län,2005-03-01,29,100
843,Kronobergs län,2012-03-01,30,6
844,Kronobergs län,2014-10-01,31,0
845,Skåne län,1996-02-01,177,58
846,Skåne län,1998-02-01,175,26
847,Skåne län,1998-03-01,181,41
848,Skåne län,2001-01-01,181,24
849,Stockholms län,1996-10-01,271,0
850,Stockholms län,1996-11-01,278,38
851,Södermanlands län,1998-11-01,40,40
852,Södermanlands län,2000-10-01,42,1
853,Södermanlands län,2001-02-01,42,79
854,Södermanlands län,2007-12-01,43,17
855,Södermanlands län,2009-10-01,42,0
856,Södermanlands län,2012-11-01,44,14
857,Södermanlands län,2013-12-01,43,33
858,Södermanlands län,2014-11-01,44,7
859,Uppsala län,1995-03-01,46,21
860,Uppsala län,1997-10-01,47,3
861,Uppsala län,2000-11-01,46,0
862,Uppsala län,2004-12-01,48,56
863,Uppsala län,2013-12-01,56,29
864,Värmlands län,1998-11-01,45,91
865,Värmlands län,1999-02-01,45,102
866,Värmlands län,2001-11-01,43,65
867,Värmlands län,2003-12-01,44,116
868,Värmlands län,2008-01-01,43,230
869,Västerbottens län,2014-11-01,41,385
870,Västernorrlands län,2013-10-01,38,5
871,Västernorrlands län,2014-12-01,40,250
872,Västmanlands län,1995-02-01,43,47
873,Västmanlands län,1995-12-01,43,3
874,Västmanlands län,1999-12-01,40,115
875,Västmanlands län,2002-12-01,41,80
876,Västmanlands län,2010-01-01,41,193
877,Västmanlands län,2011-12-01,41,70
878,Västra Götalands län,1995-12-01,245,170
879,Västra Götalands län,2001-11-01,244,25
880,Västra Götalands län,2006-01-01,246,774
881,Västra Götalands län,2006-11-01,244,73
882,Västra Götalands län,2007-02-01,252,436
883,Västra Götalands län,2012-03-01,253,69
884,Örebro län,1995-03-01,45,124
885,Örebro län,1995-10-01,43,0
886,Örebro län,1995-11-01,44,58
887,Örebro län,1996-11-01,44,62
888,Örebro län,2000-01-01,44,84
889,Östergötlands län,1995-02-01,68,45
890,Östergötlands län,1998-11-01,65,40
891,Östergötlands län,1998-12-01,65,88
892,Östergötlands län,1999-03-01,65,51
893,Östergötlands län,2000-10-01,64,3
894,Östergötlands län,2006-12-01,65,31
895,Östergötlands län,2007-10-01,66,2
896,Blekinge län,2002-12-01,25,8
897,Blekinge län,2003-10-01,26,0
898,Blekinge län,2004-03-01,26,0
899,Blekinge län,2011-10-01,26,1
900,Blekinge län,2012-11-01,26,0
901,Blekinge län,2014-12-01,26,0
902,Dalarnas län,2011-03-01,46,481
903,Gotlands län,1995-11-01,10,9
904,Gotlands län,2012-03-01,10,25
905,Gävleborgs län,1996-02-01,49,48
906,Gävleborgs län,2002-11-01,46,146
907,Hallands län,1995-02-01,46,6
908,Hallands län,1995-03-01,45,9
909,Hallands län,1997-03-01,46,1
910,Hallands län,1998-02-01,47,15
911,Jönköpings län,2001-01-01,56,74
912,Jönköpings län,2004-12-01,57,114
913,Jönköpings län,2009-10-01,57,0
914,Jönköpings län,2011-01-01,57,424
915,Jönköpings län,2013-12-01,57,72
916,Kalmar län,2008-11-01,39,44
917,Kalmar län,2010-01-01,40,454
918,Kalmar län,2011-10-01,39,0
919,Kronobergs län,1997-02-01,30,29
920,Kronobergs län,2003-01-01,31,26
921,Kronobergs län,2005-01-01,30,24
922,Kronobergs län,2007-12-01,30,2
923,Kronobergs län,2009-03-01,31,31
924,Skåne län,1998-01-01,189,49
925,Skåne län,1998-10-01,188,0
926,Skåne län,1999-01-01,186,50
927,Skåne län,1999-03-01,192,26
928,Stockholms län,2003-01-01,314,107
929,Stockholms län,2003-10-01,309,6
930,Stockholms län,2003-11-01,311,17
931,Stockholms län,2005-03-01,319,186
932,Stockholms län,2006-03-01,325,251
933,Stockholms län,2007-02-01,325,214
934,Stockholms län,2007-03-01,333,99
935,Södermanlands län,1995-11-01,45,4
936,Södermanlands län,1996-11-01,44,35
937,Södermanlands län,1997-12-01,44,30
938,Södermanlands län,2000-11-01,44,1
939,Södermanlands län,2002-03-01,43,39
940,Södermanlands län,2009-01-01,45,62
941,Södermanlands län,2011-03-01,46,129
942,Södermanlands län,2012-01-01,47,108
943,Södermanlands län,2013-02-01,46,293
944,Uppsala län,1996-03-01,48,7
945,Uppsala län,1996-11-01,48,16
946,Uppsala län,1997-02-01,50,23
947,Värmlands län,1999-11-01,48,26
948,Värmlands län,2000-12-01,46,41
949,Värmlands län,2011-01-01,47,523
950,Västernorrlands län,2009-11-01,41,39
951,Västernorrlands län,2011-12-01,40,312
952,Västmanlands län,1998-01-01,44,73
953,Västmanlands län,2003-11-01,45,34
954,Västmanlands län,2009-01-01,42,128
955,Västmanlands län,2009-02-01,42,169
956,Västmanlands län,2009-12-01,42,144
957,Västmanlands län,2013-11-01,44,10
958,Västra Götalands län,1995-01-01,258,440
959,Västra Götalands län,2002-03-01,256,82
960,Västra Götalands län,2004-02-01,254,328
961,Västra Götalands län,2004-11-01,252,226
962,Västra Götalands län,2008-01-01,263,154
963,Västra Götalands län,2008-02-01,266,103
964,Västra Götalands län,2008-03-01,260,330
965,Västra Götalands län,2013-02-01,280,754
966,Västra Götalands län,2014-01-01,275,673
967,Örebro län,1996-10-01,48,0
968,Örebro län,2003-11-01,46,37
969,Örebro län,2006-10-01,46,2
970,Örebro län,2006-12-01,48,1
971,Örebro län,2013-10-01,49,1
972,Östergötlands län,1995-12-01,72,80
973,Östergötlands län,1997-12-01,70,34
974,Östergötlands län,2002-10-01,71,16
975,Östergötlands län,2003-03-01,72,40
976,Östergötlands län,2007-11-01,70,103
977,Östergötlands län,2008-12-01,73,143
978,Blekinge län,2006-12-01,27,0
979,Blekinge län,2007-10-01,27,0
980,Blekinge län,2008-01-01,27,0
981,Blekinge län,2009-03-01,28,1
982,Blekinge län,2010-01-01,27,104
983,Blekinge län,2010-03-01,28,67
984,Blekinge län,2013-12-01,28,9
985,Dalarnas län,2005-12-01,49,355
986,Dalarnas län,2009-10-01,49,3
987,Dalarnas län,2011-02-01,49,410
988,Gävleborgs län,2002-12-01,49,174
989,Hallands län,2001-03-01,50,34
990,Hallands län,2004-01-01,52,66
991,Jämtlands län,2009-11-01,23,225
992,Jönköpings län,2002-03-01,59,41
993,Jönköpings län,2014-10-01,63,0
994,Jönköpings län,2014-11-01,62,5
995,Kalmar län,2006-11-01,43,32
996,Kalmar län,2007-10-01,41,0
997,Kalmar län,2009-10-01,42,0
998,Kalmar län,2011-11-01,43,0
999,Kalmar län,2012-12-01,41,453
1000,Kalmar län,2014-03-01,43,34
1001,Kronobergs län,1998-01-01,32,23
1002,Kronobergs län,2010-02-01,33,279
1003,Kronobergs län,2012-10-01,34,0
1004,Kronobergs län,2013-02-01,34,194
1005,Kronobergs län,2014-01-01,33,116
1006,Norrbottens län,2009-11-01,46,843
1007,Skåne län,2000-12-01,200,43
1008,Stockholms län,2006-11-01,344,66
1009,Stockholms län,2006-12-01,351,58
1010,Stockholms län,2011-02-01,365,300
1011,Södermanlands län,1995-10-01,46,0
1012,Södermanlands län,2011-01-01,48,206
1013,Södermanlands län,2012-03-01,50,10
1014,Södermanlands län,2013-10-01,49,1
1015,Södermanlands län,2014-10-01,49,0
1016,Uppsala län,1997-01-01,53,40
1017,Uppsala län,1998-11-01,51,48
1018,Uppsala län,2001-10-01,52,0
1019,Uppsala län,2003-11-01,54,12
1020,Uppsala län,2003-12-01,53,86
1021,Uppsala län,2012-01-01,62,91
1022,Värmlands län,1995-10-01,50,1
1023,Värmlands län,1998-10-01,50,22
1024,Värmlands län,2004-11-01,50,151
1025,Värmlands län,2011-02-01,48,418
1026,Värmlands län,2014-03-01,49,183
1027,Västernorrlands län,2010-12-01,43,472
1028,Västmanlands län,1996-11-01,47,33
1029,Västmanlands län,2001-03-01,47,58
1030,Västmanlands län,2010-11-01,45,106
1031,Västmanlands län,2011-10-01,46,0
1032,Västmanlands län,2012-01-01,45,123
1033,Västmanlands län,2014-11-01,47,24
1034,Västra Götalands län,2002-02-01,269,128
1035,Västra Götalands län,2009-01-01,289,205
1036,Västra Götalands län,2009-02-01,284,682
1037,Västra Götalands län,2010-01-01,284,1159
1038,Västra Götalands län,2011-01-01,288,935
1039,Västra Götalands län,2011-03-01,280,346
1040,Örebro län,1999-02-01,48,90
1041,Örebro län,1999-03-01,50,158
1042,Örebro län,2000-02-01,49,85
1043,Örebro län,2000-03-01,49,50
1044,Örebro län,2001-01-01,50,185
1045,Örebro län,2003-10-01,50,8
1046,Östergötlands län,1999-01-01,76,60
1047,Östergötlands län,1999-11-01,75,10
1048,Östergötlands län,1999-12-01,75,99
1049,Östergötlands län,2000-03-01,74,39
1050,Östergötlands län,2000-12-01,73,32
1051,Blekinge län,2004-10-01,28,0
1052,Blekinge län,2004-11-01,28,0
1053,Dalarnas län,1999-11-01,54,67
1054,Gävleborgs län,2014-12-01,54,198
1055,Hallands län,1997-10-01,52,2
1056,Hallands län,1997-12-01,52,21
1057,Hallands län,1998-12-01,52,44
1058,Hallands län,1999-03-01,52,13
1059,Hallands län,2002-10-01,53,10
1060,Hallands län,2004-11-01,53,9
1061,Hallands län,2005-01-01,55,38
1062,Hallands län,2005-02-01,53,55
1063,Hallands län,2013-03-01,57,72
1064,Jämtlands län,2006-12-01,24,467
1065,Jönköpings län,1998-11-01,63,113
1066,Jönköpings län,2005-12-01,64,152
1067,Jönköpings län,2007-12-01,63,1
1068,Jönköpings län,2010-11-01,64,160
1069,Kalmar län,2007-12-01,44,5
1070,Kalmar län,2011-12-01,45,70
1071,Kalmar län,2012-03-01,44,36
1072,Kalmar län,2013-10-01,44,1
1073,Kronobergs län,2001-12-01,34,26
1074,Kronobergs län,2003-02-01,33,63
1075,Kronobergs län,2006-12-01,34,0
1076,Kronobergs län,2012-12-01,36,230
1077,Kronobergs län,2014-03-01,35,0
1078,Skåne län,1996-11-01,215,13
1079,Skåne län,2000-02-01,215,5
1080,Skåne län,2002-02-01,219,74
1081,Skåne län,2006-03-01,219,317
1082,Stockholms län,1995-02-01,323,32
1083,Stockholms län,1996-12-01,336,87
1084,Stockholms län,1997-11-01,327,37
1085,Stockholms län,2002-12-01,358,61
1086,Stockholms län,2005-02-01,349,169
1087,Stockholms län,2007-01-01,371,161
1088,Stockholms län,2008-03-01,374,126
1089,Södermanlands län,1996-03-01,48,26
1090,Södermanlands län,1998-01-01,50,72
1091,Södermanlands län,2001-12-01,49,74
1092,Södermanlands län,2006-10-01,51,13
1093,Uppsala län,1999-11-01,55,5
1094,Uppsala län,2009-11-01,61,1
1095,Värmlands län,2002-11-01,51,135
1096,Värmlands län,2005-12-01,53,233
1097,Värmlands län,2009-12-01,52,316
1098,Västernorrlands län,1998-12-01,47,161
1099,Västmanlands län,1997-02-01,49,21
1100,Västmanlands län,2004-10-01,49,0
1101,Västmanlands län,2007-12-01,47,73
1102,Västmanlands län,2008-11-01,47,54
1103,Västmanlands län,2009-11-01,47,20
1104,Västmanlands län,2012-11-01,49,27
1105,Västmanlands län,2013-02-01,50,188
1106,Västra Götalands län,1995-11-01,278,98
1107,Västra Götalands län,2003-03-01,291,103
1108,Västra Götalands län,2005-01-01,289,233
1109,Västra Götalands län,2005-10-01,288,15
1110,Västra Götalands län,2006-12-01,299,0
1111,Västra Götalands län,2007-11-01,288,106
1112,Västra Götalands län,2007-12-01,291,39
1113,Västra Götalands län,2011-02-01,294,678
1114,Västra Götalands län,2012-02-01,309,651
1115,Västra Götalands län,2012-10-01,309,6
1116,Västra Götalands län,2014-10-01,303,2
1117,Örebro län,2001-12-01,53,100
1118,Örebro län,2002-10-01,51,4
1119,Örebro län,2013-11-01,53,4
1120,Östergötlands län,2002-03-01,77,46
1121,Östergötlands län,2002-12-01,78,141
1122,Östergötlands län,2003-11-01,78,11
1123,Östergötlands län,2011-12-01,81,127
1124,Östergötlands län,2012-01-01,80,223
1125,Östergötlands län,2013-12-01,83,107
1126,Blekinge län,2012-02-01,3,91
1127,Gotlands län,1996-02-01,1,51
1128,Gotlands län,2000-01-01,1,60
1129,Gotlands län,2000-02-01,1,41
1130,Gotlands län,2001-12-01,1,74
1131,Gotlands län,2005-03-01,1,134
1132,Gotlands län,2005-10-01,1,2
1133,Gotlands län,2006-03-01,1,157
1134,Gotlands län,2006-10-01,1,5
1135,Gotlands län,2007-12-01,1,29
1136,Gotlands län,2008-10-01,1,0
1137,Gotlands län,2010-02-01,1,177
1138,Gotlands län,2011-02-01,1,135
1139,Gotlands län,2011-03-01,1,82
1140,Gotlands län,2012-01-01,1,76
1141,Gotlands län,2013-02-01,1,136
1142,Gotlands län,2014-10-01,1,0
1143,Gotlands län,2014-12-01,1,36
1144,Jämtlands län,1995-02-01,3,229
1145,Jämtlands län,1996-02-01,3,121
1146,Jämtlands län,1997-01-01,3,297
1147,Jämtlands län,1999-02-01,3,250
1148,Jämtlands län,1999-12-01,3,394
1149,Jämtlands län,2000-12-01,2,273
1150,Jämtlands län,2001-03-01,2,395
1151,Jämtlands län,2001-11-01,2,275
1152,Jämtlands län,2002-02-01,2,358
1153,Jämtlands län,2002-03-01,3,377
1154,Jämtlands län,2003-02-01,3,376
1155,Jämtlands län,2003-12-01,2,453
1156,Jämtlands län,2004-01-01,2,426
1157,Jämtlands län,2004-02-01,3,382
1158,Jämtlands län,2005-02-01,3,652
1159,Jämtlands län,2007-12-01,3,855
1160,Jämtlands län,2010-02-01,3,847
1161,Kronobergs län,1996-02-01,4,29
1162,Norrbottens län,1995-11-01,6,331
1163,Norrbottens län,1996-03-01,4,388
1164,Norrbottens län,1996-11-01,4,412
1165,Norrbottens län,1996-12-01,6,416
1166,Norrbottens län,1997-01-01,5,431
1167,Norrbottens län,1998-11-01,5,423
1168,Norrbottens län,2000-02-01,4,453
1169,Norrbottens län,2000-03-01,5,458
1170,Norrbottens län,2001-03-01,5,515
1171,Norrbottens län,2002-02-01,6,514
1172,Norrbottens län,2002-11-01,5,493
1173,Norrbottens län,2003-02-01,4,474
1174,Norrbottens län,2010-02-01,6,1069
1175,Norrbottens län,2012-12-01,6,1166
1176,Norrbottens län,2014-02-01,6,1032
1177,Norrbottens län,2014-03-01,4,1076
1178,Västerbottens län,1995-12-01,4,157
1179,Västerbottens län,1996-02-01,4,154
1180,Västerbottens län,1998-02-01,5,186
1181,Västerbottens län,2001-01-01,5,236
1182,Västerbottens län,2002-01-01,6,219
1183,Västerbottens län,2002-02-01,6,249
1184,Västerbottens län,2003-03-01,4,233
1185,Västerbottens län,2004-02-01,4,311
1186,Västerbottens län,2006-03-01,4,703
1187,Västerbottens län,2006-10-01,6,237
1188,Västerbottens län,2008-03-01,6,751
1189,Västerbottens län,2008-11-01,5,414
1190,Västerbottens län,2010-01-01,5,911
1191,Västerbottens län,2012-02-01,4,888
1192,Västerbottens län,2013-03-01,5,974
1193,Västernorrlands län,2012-02-01,5,431
1194,Västernorrlands län,2013-02-01,5,458
1195,Blekinge län,2004-01-01,30,34
1196,Blekinge län,2006-10-01,30,0
1197,Dalarnas län,2011-10-01,55,6
1198,Dalarnas län,2012-10-01,54,66
1199,Hallands län,1995-11-01,53,16
1200,Hallands län,1997-11-01,54,2
1201,Hallands län,1998-11-01,55,30
1202,Hallands län,1999-10-01,54,0
1203,Hallands län,2000-03-01,54,15
1204,Jönköpings län,1999-12-01,65,130
1205,Jönköpings län,2003-11-01,67,1
1206,Jönköpings län,2004-01-01,66,169
1207,Jönköpings län,2011-10-01,67,1
1208,Jönköpings län,2013-10-01,69,0
1209,Jönköpings län,2014-02-01,67,110
1210,Kalmar län,2004-11-01,46,87
1211,Kalmar län,2008-02-01,47,8
1212,Kalmar län,2010-12-01,47,373
1213,Skåne län,1995-10-01,227,0
1214,Skåne län,1996-01-01,218,54
1215,Skåne län,1997-01-01,223,74
1216,Skåne län,1997-03-01,222,3
1217,Skåne län,1997-12-01,220,13
1218,Stockholms län,2004-10-01,369,8
1219,Stockholms län,2005-01-01,381,127
1220,Stockholms län,2006-02-01,377,209
1221,Stockholms län,2008-02-01,396,69
1222,Stockholms län,2013-03-01,419,321
1223,Södermanlands län,1995-03-01,52,39
1224,Södermanlands län,1995-12-01,51,23
1225,Södermanlands län,2002-01-01,52,101
1226,Södermanlands län,2003-12-01,52,43
1227,Södermanlands län,2007-01-01,52,84
1228,Södermanlands län,2014-12-01,57,63
1229,Uppsala län,1996-12-01,58,51
1230,Uppsala län,1997-11-01,58,21
1231,Uppsala län,2009-10-01,67,0
1232,Värmlands län,2006-11-01,55,94
1233,Västmanlands län,1997-03-01,53,15
1234,Västmanlands län,2008-01-01,50,100
1235,Västmanlands län,2008-03-01,49,78
1236,Västra Götalands län,1995-03-01,303,128
1237,Västra Götalands län,2002-12-01,303,396
1238,Västra Götalands län,2003-02-01,307,366
1239,Västra Götalands län,2004-01-01,302,557
1240,Västra Götalands län,2008-10-01,304,2
1241,Västra Götalands län,2009-10-01,311,1
1242,Örebro län,1997-03-01,56,16
1243,Örebro län,1997-12-01,55,172
1244,Örebro län,2000-11-01,55,0
1245,Örebro län,2010-10-01,57,5
1246,Örebro län,2014-03-01,58,28
1247,Östergötlands län,1995-11-01,83,40
1248,Blekinge län,2004-12-01,31,3
1249,Dalarnas län,2005-10-01,58,51
1250,Hallands län,1996-12-01,57,31
